File,Line_number,SRC
tika-core/src/main/java/org/apache/tika/sax/ElementMappingContentHandler.java,19,import java.util.Map;
tika-core/src/main/java/org/apache/tika/sax/ElementMappingContentHandler.java,20,import java.util.Collections;
tika-core/src/main/java/org/apache/tika/sax/ElementMappingContentHandler.java,23,import org.xml.sax.SAXException;
tika-core/src/main/java/org/apache/tika/sax/ElementMappingContentHandler.java,24,import org.xml.sax.ContentHandler;
tika-core/src/main/java/org/apache/tika/io/TikaInputStream.java,117,&& !(stream instanceof ByteArrayInputStream)) {
tika-core/src/main/java/org/apache/tika/fork/ForkParser.java,178,client = new ForkClient(loader, parser, java);
tika-core/src/main/java/org/apache/tika/fork/ForkServer.java,61,ForkServer server = new ForkServer(System.in, System.out);
tika-core/src/main/java/org/apache/tika/fork/ForkServer.java,100,Thread.sleep(5000);
tika-core/src/main/java/org/apache/tika/sax/XHTMLContentHandler.java,56,unmodifiableSet("title", "link", "base", "meta");
tika-core/src/main/java/org/apache/tika/detect/NameDetector.java,103,int hash = name.indexOf('#');
tika-core/src/main/java/org/apache/tika/detect/NameDetector.java,104,if (hash != -1) {
tika-core/src/main/java/org/apache/tika/detect/NameDetector.java,105,name = name.substring(0, hash);
tika-core/src/main/java/org/apache/tika/sax/LinkContentHandler.java,118,if (XHTML.equals(uri)) {
tika-core/src/main/java/org/apache/tika/sax/LinkContentHandler.java,119,if ("a".equals(local) || "img".equals(local)) {
tika-core/src/main/java/org/apache/tika/sax/LinkContentHandler.java,120,links.add(builderStack.removeFirst().getLink(collapseWhitespaceInAnchor));
tika-app/src/main/java/org/apache/tika/gui/TikaGUI.java,347,metadataBuffer.append(name);
tika-app/src/main/java/org/apache/tika/gui/TikaGUI.java,348,metadataBuffer.append(": ");
tika-app/src/main/java/org/apache/tika/gui/TikaGUI.java,349,metadataBuffer.append(md.get(name));
tika-app/src/main/java/org/apache/tika/gui/TikaGUI.java,350,metadataBuffer.append("\n");
tika-parsers/src/main/java/org/apache/tika/parser/rtf/RTFParser.java,87,metadata.add(Metadata.CONTENT_TYPE, "application/rtf");
tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRParser.java,116,try {
tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRParser.java,117,boolean hasTesseract = ExternalParser.check(checkCmd);
tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRParser.java,118,TESSERACT_PRESENT.put(tesseract, hasTesseract);
tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRParser.java,119,return hasTesseract;
tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRParser.java,124,TESSERACT_PRESENT.put(tesseract, false);
tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRParser.java,125,return false;
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,108,private Map<String, Integer> processedInlineImages = new HashMap<String, Integer>();
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,237,extractImages(page.getResources());
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,312,private void extractImages(PDResources resources) throws SAXException {
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,326,extractImages(((PDXObjectForm) object).getResources());
tika-translate/src/main/java/org/apache/tika/language/translate/CachedTranslator.java,46,cache = new HashMap<String, LRUMap<String, String>>();
tika-translate/src/main/java/org/apache/tika/language/translate/CachedTranslator.java,70,return translator.isAvailable();
tika-translate/src/main/java/org/apache/tika/language/translate/CachedTranslator.java,149,translationCache = new LRUMap<String, String>(INITIAL_ENTRIES, MAX_ENTRIES);
tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java,109,getProp(props, "timeout", getTimeout()));
tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRParser.java,99,if (!config.getTesseractPath().isEmpty()) {
tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRParser.java,100,Map<String, String> env = pb.environment();
tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRParser.java,101,env.put("TESSDATA_PREFIX", config.getTesseractPath());
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,115,this(element, new ServiceLoader());
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,120,this(element, new ServiceLoader(loader));
tika-core/src/main/java/org/apache/tika/config/TikaConfig.java,92,this(getBuilder().parse(file));
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParser.java,307,metadata.set(property, pdfBoxBaseline);
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParser.java,406,metadata.add(property, value);
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParser.java,412,metadata.add(name, value);
tika-core/src/main/java/org/apache/tika/parser/RecursiveParserWrapper.java,93,private final List<Metadata> metadatas = new LinkedList<Metadata>();
tika-core/src/main/java/org/apache/tika/parser/RecursiveParserWrapper.java,124,String name = getResourceName(metadata);
tika-core/src/main/java/org/apache/tika/parser/RecursiveParserWrapper.java,125,EmbeddedParserDecorator decorator = new EmbeddedParserDecorator(name);
tika-core/src/main/java/org/apache/tika/sax/xpath/NodeMatcher.java,33,public boolean matchesAttribute(String namespace, String name) {
tika-core/src/main/java/org/apache/tika/sax/xpath/NodeMatcher.java,34,return true;
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,42,private final Map<String, String> prefixes = new HashMap<String, String>();
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,44,public XPathParser() {
tika-core/src/main/java/org/apache/tika/sax/xpath/XPathParser.java,47,public XPathParser(String prefix, String namespace) {
