File,Line_number,SRC
src/main/java/org/apache/hadoop/hbase/client/HTablePool.java,260,this.tables.remove(tableName, table);
src/main/java/org/apache/hadoop/hbase/ipc/HBaseClient.java,636,connections.remove(remoteId, this);
src/main/java/org/apache/hadoop/hbase/mapreduce/hadoopbackport/InputSampler.java,344,K[] samples = sampler.getSample(inf, job);
src/main/java/org/apache/hadoop/hbase/util/PoolMap.java,89,remove((K) key, pool.get());
src/main/java/org/apache/hadoop/hbase/util/PoolMap.java,94,public boolean remove(K key, V value) {
src/main/java/org/apache/hadoop/hbase/client/replication/ReplicationAdmin.java,88,throw new IOException("Unable setup the ZooKeeper connection", e);
security/src/main/java/org/apache/hadoop/hbase/ipc/SecureServer.java,608,SecureCall call = new SecureCall(id, param, this, responder, buf.length);
src/main/java/org/apache/hadoop/hbase/ipc/HBaseServer.java,206,private int maxQueueSize;
src/main/java/org/apache/hadoop/hbase/ipc/HBaseServer.java,1553,private void setupResponse(ByteArrayOutputStream response,
src/main/java/org/apache/hadoop/hbase/util/HBaseFsckRepair.java,150,rs.closeRegion(region, false);
src/main/java/org/apache/hadoop/hbase/zookeeper/ZooKeeperWatcher.java,149,this.identifier = descriptor;
src/main/java/org/apache/hadoop/hbase/zookeeper/ZooKeeperWatcher.java,336,this.identifier = this.identifier + "-0x" +
src/main/java/org/apache/hadoop/hbase/thrift/generated/AlreadyExists.java,229,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/BatchMutation.java,317,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/BatchMutation.java,440,Mutation _elem2; // optional
src/main/java/org/apache/hadoop/hbase/thrift/generated/BatchMutation.java,537,Mutation _elem7; // optional
src/main/java/org/apache/hadoop/hbase/thrift/generated/ColumnDescriptor.java,733,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,4736,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,5089,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,5466,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,5819,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,6196,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,6611,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,6692,__isset_bit_vector = new BitSet(1);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,7013,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,7366,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,7731,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8084,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8374,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8763,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8874,org.apache.thrift.protocol.TList _list26 = iprot.readListBegin();
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8875,struct.success = new ArrayList<ByteBuffer>(_list26.size);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8878,ByteBuffer _elem28; // optional
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8879,_elem28 = iprot.readBinary();
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8880,struct.success.add(_elem28);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8919,oprot.writeBinary(_iter29);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8960,oprot.writeBinary(_iter30);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8975,org.apache.thrift.protocol.TList _list31 = new org.apache.thrift.protocol.TList(org.apache.thrift.protocol.TType.STRING, iprot.readI32());
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8976,struct.success = new ArrayList<ByteBuffer>(_list31.size);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8979,ByteBuffer _elem33; // optional
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8980,_elem33 = iprot.readBinary();
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,8981,struct.success.add(_elem33);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9213,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9650,return 0;
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9761,org.apache.thrift.protocol.TMap _map34 = iprot.readMapBegin();
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9762,struct.success = new HashMap<ByteBuffer,ColumnDescriptor>(2*_map34.size);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9765,ByteBuffer _key36; // required
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9766,ColumnDescriptor _val37; // optional
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9767,_key36 = iprot.readBinary();
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9768,_val37 = new ColumnDescriptor();
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9769,_val37.read(iprot);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9770,struct.success.put(_key36, _val37);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9809,oprot.writeBinary(_iter38.getKey());
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9810,_iter38.getValue().write(oprot);
src/main/java/org/apache/hadoop/hbase/thrift/generated/Hbase.java,9851,oprot.writeBinary(_iter39.getKey());
