File,Line_number,SRC
src/main/org/codehaus/groovy/classgen/asm/sc/StaticTypesUnaryExpressionHelper.java,61,mv.visitLdcInsn(-1);
src/main/groovy/lang/MetaClassImpl.java,2807,public Object getAttribute(Class sender, Object receiver, String messageName, boolean useSuper) {
src/main/groovy/lang/MetaClassImpl.java,2808,return getAttribute(receiver, messageName);
src/main/groovy/lang/MetaClassImpl.java,2846,throw new MissingFieldException(attribute, theClass);
src/main/groovy/lang/MetaClassImpl.java,2886,throw new MissingFieldException(attribute, theClass);
src/main/org/codehaus/groovy/vmplugin/v5/Java5.java,246,configureAnnotationFromDefinition(node, node);
src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java,166,if (value.isWildcard()) {
src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java,167,ClassNode lowerBound = value.getLowerBound();
src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java,168,if (lowerBound!=null) {
src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java,169,extractPlaceholders(lowerBound, map);
src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java,171,ClassNode[] upperBounds = value.getUpperBounds();
src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java,172,if (upperBounds!=null) {
src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java,173,for (ClassNode upperBound : upperBounds) {
src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java,174,extractPlaceholders(upperBound, map);
src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java,178,extractPlaceholders(value.getType(), map);
src/main/org/codehaus/groovy/control/CompilerConfiguration.java,62,private static final String[] ALLOWED_JDKS = { JDK4, JDK5, JDK6, JDK7, JDK8 };
subprojects/groovy-ant/src/main/java/org/codehaus/groovy/ant/Groovyc.java,293,if (CompilerConfiguration.PRE_JDK5.equals(version) || CompilerConfiguration.POST_JDK5.equals(version)) {
subprojects/groovy-ant/src/main/java/org/codehaus/groovy/ant/Groovyc.java,294,this.targetBytecode = version;
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,784,if (node.isUsingGenerics() && node instanceof InnerClassNode && ((InnerClassNode) node).isAnonymous()) {
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,785,ClassNode[] interfaces = node.getInterfaces();
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,786,node = interfaces != null && interfaces.length == 1 ? interfaces[0] : node.getUnresolvedSuperClass(false);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,787,if ((node.getGenericsTypes() == null || node.getGenericsTypes().length == 0) && lType.isUsingGenerics()) {
src/main/org/codehaus/groovy/ast/ConstructorNode.java,39,super("<init>",modifiers,ClassHelper.VOID_TYPE,parameters,exceptions,code);
src/main/org/codehaus/groovy/ast/ConstructorNode.java,42,VariableScope scope = new VariableScope();
src/main/org/codehaus/groovy/ast/ConstructorNode.java,43,for (int i = 0; i < parameters.length; i++) {
src/main/org/codehaus/groovy/ast/ConstructorNode.java,44,scope.putDeclaredVariable(parameters[i]);
src/main/org/codehaus/groovy/ast/ConstructorNode.java,46,this.setVariableScope(scope);
src/main/org/codehaus/groovy/ast/MethodNode.java,60,VariableScope scope = new VariableScope();
src/main/org/codehaus/groovy/ast/MethodNode.java,61,setVariableScope(scope);
subprojects/groovy-groovydoc/src/main/java/org/codehaus/groovy/tools/groovydoc/SimpleGroovyClassDocAssembler.java,64,if (file != null) {
src/main/org/codehaus/groovy/ast/tools/GenericsUtils.java,422,ret.put(sgt.getName(), sgt.getType());
src/main/org/codehaus/groovy/vmplugin/v5/Java5.java,377,Parameter[] params = makeParameters(compileUnit, ctor.getGenericParameterTypes(), ctor.getParameterTypes(), ctor.getParameterAnnotations());
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,1256,Iterator<InnerClassNode> it = controller.getClassNode().getInnerClasses();
src/main/org/codehaus/groovy/transform/sc/transformers/VariableExpressionTransformer.java,37,Expression trn = tryTransformPrivateFieldAccess(expr);
src/main/org/codehaus/groovy/transform/sc/transformers/VariableExpressionTransformer.java,41,trn = tryTransformDelegateToProperty(expr);
src/main/org/codehaus/groovy/transform/sc/transformers/MethodCallExpressionTransformer.java,64,if (isCallOnClosure(expr)) {
src/main/org/codehaus/groovy/classgen/asm/BinaryBooleanExpressionHelper.java,71,protected int getBitwiseOperationBytecode(int type) {
src/main/org/codehaus/groovy/classgen/asm/BinaryBooleanExpressionHelper.java,72,return -1;
src/main/org/codehaus/groovy/control/ResolveVisitor.java,244,private boolean resolveToNestedOfCurrent(ClassNode type) {
src/main/org/codehaus/groovy/control/ResolveVisitor.java,944,if(!isClass) isClass = resolveToNestedOfCurrent(t);
src/main/org/codehaus/groovy/control/ResolveVisitor.java,238,if(resolveToNestedOfCurrent(type)) return true;
src/main/org/codehaus/groovy/control/ResolveVisitor.java,249,if (currentClass != type && !name.contains(".") && type.getClass().equals(ClassNode.class)) {
src/main/org/codehaus/groovy/control/ResolveVisitor.java,250,ClassNode tmp = new ConstructedNestedClass(currentClass,name);
src/main/groovy/lang/MissingMethodException.java,53,this.arguments = arguments;
subprojects/groovy-jsr223/src/main/java/org/codehaus/groovy/jsr223/GroovyScriptEngineImpl.java,403,return invokeImpl(thiz, m.getName(), args);
src/main/org/codehaus/groovy/vmplugin/VMPluginFactory.java,40,plugin = createPlugin(JDK7_CLASSNAME_CHECK, JDK7_PLUGIN_NAME);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingSupport.java,1927,if (mn==null) return null;
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingSupport.java,1928,Map<String, GenericsType> map = getGenericsParameterMapOfThis(mn.getDeclaringClass());
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingSupport.java,1929,map = mergeGenerics(map, mn.getGenericsTypes());
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingSupport.java,1930,return map;
src/main/org/codehaus/groovy/classgen/asm/CallSiteWriter.java,56,private static String [] sig = new String [255];
subprojects/groovy-ant/src/main/java/org/codehaus/groovy/ant/Groovyc.java,1038,commandLineList.add("--classpath");
src/main/org/codehaus/groovy/classgen/AsmClassGenerator.java,915,throw new GroovyBugError("Unexpected super property set for:" + expression.getText());
src/main/org/codehaus/groovy/ast/ClassHelper.java,401,List<MethodNode> methods = type.getMethods();
src/main/org/codehaus/groovy/transform/stc/TraitTypeCheckingExtension.java,81,if (type != null && Traits.isTrait(type)) {
src/main/org/codehaus/groovy/control/ResolveVisitor.java,317,if (type instanceof ConstructedNestedClass) return false;
src/main/org/codehaus/groovy/runtime/callsite/CallSiteGenerator.java,94,mv.visitMethodInsn(invokeMethodCode, type, cachedMethod.getName(), descriptor, invokeMethodCode == Opcodes.INVOKEINTERFACE);
src/main/org/codehaus/groovy/runtime/callsite/CallSiteGenerator.java,164,cw.visit(Opcodes.V1_4, Opcodes.ACC_PUBLIC | Opcodes.ACC_SYNTHETIC, internalName, null, "org/codehaus/groovy/runtime/callsite/PogoMetaMethodSite", null);
src/main/org/codehaus/groovy/runtime/callsite/CallSiteGenerator.java,183,cw.visit(Opcodes.V1_4, Opcodes.ACC_PUBLIC | Opcodes.ACC_SYNTHETIC, internalName, null, "org/codehaus/groovy/runtime/callsite/PojoMetaMethodSite", null);
src/main/org/codehaus/groovy/runtime/callsite/CallSiteGenerator.java,198,cw.visit(Opcodes.V1_4, Opcodes.ACC_PUBLIC | Opcodes.ACC_SYNTHETIC, internalName, null, "org/codehaus/groovy/runtime/callsite/StaticMetaMethodSite", null);
src/main/org/codehaus/groovy/runtime/callsite/CallSiteGenerator.java,214,ClassWriter cw = new ClassWriter(ClassWriter.COMPUTE_MAXS);
src/main/org/codehaus/groovy/runtime/callsite/CallSiteGenerator.java,226,ClassWriter cw = new ClassWriter(ClassWriter.COMPUTE_MAXS);
src/main/org/codehaus/groovy/runtime/callsite/CallSiteGenerator.java,238,ClassWriter cw = new ClassWriter(ClassWriter.COMPUTE_MAXS);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,2422,blockParameterTypes = extractTypesFromParameters(p);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,3979,protected ClassNode getType(ASTNode exp) {
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,3981,if (cn != null) return cn;
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,3989,VariableExpression vexp = (VariableExpression) exp;
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,3991,if (selfTrait!=null) return makeSelf(selfTrait);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4006,ClassNode[] closureParamTypes = (ClassNode[])(enclosingClosure!=null?enclosingClosure.getClosureExpression().getNodeMetaData(StaticTypesMarker.CLOSURE_ARGUMENTS):null);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4007,if (type==null && enclosingClosure !=null && "it".equals(variable.getName()) && closureParamTypes!=null) {
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4008,final Parameter[] parameters = enclosingClosure.getClosureExpression().getParameters();
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4010,type = closureParamTypes[0];
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4014,storeType((VariableExpression)exp, type);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4035,if (exp instanceof ClosureExpression) {
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4036,ClassNode irt = getInferredReturnType(exp);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4037,if (irt != null) {
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4038,irt = wrapTypeIfNecessary(irt);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4039,ClassNode result = CLOSURE_TYPE.getPlainNodeReference();
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4040,result.setGenericsTypes(new GenericsType[]{new GenericsType(irt)});
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4041,return result;
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4069,if (exp instanceof MethodCall) {
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4070,MethodNode target = (MethodNode) exp.getNodeMetaData(StaticTypesMarker.DIRECT_METHOD_CALL_TARGET);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4071,if (target!=null) {
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4072,return getType(target);
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4086,return exp instanceof VariableExpression ? ((VariableExpression) exp).getOriginType() : ((Expression) exp).getType();
src/main/org/codehaus/groovy/transform/stc/StaticTypeCheckingVisitor.java,4656,addStaticTypeError("Cannot find matching method " + receiver.getText() + "#" + toMethodParametersString(name, args) + ". Please check if the declared type is right and if the method exists.", call);
src/main/groovy/util/GroovyScriptEngine.java,229,final List<CompilationCustomizer> customizers = config.getCompilationCustomizers();
src/main/groovy/util/GroovyScriptEngine.java,230,if (customizers != null) {
src/main/groovy/util/GroovyScriptEngine.java,232,for (CompilationCustomizer customizer : customizers) {
