File,Line_number,SRC
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,612,model.setPomFile( pomFile );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,900,File pomFile = null;
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,903,pomFile = ( (FileModelSource) candidateSource ).getPomFile();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,906,candidateModel = readModel( candidateSource, pomFile, request, problems );
maven-builder-support/src/main/java/org/apache/maven/building/StringSource.java,35,private String content;
maven-builder-support/src/main/java/org/apache/maven/building/StringSource.java,37,private String location;
maven-builder-support/src/main/java/org/apache/maven/building/UrlSource.java,36,private URL url;
maven-core/src/main/java/org/apache/maven/project/ReactorModelCache.java,36,private final Map<CacheKey, Object> models = new ConcurrentHashMap<>( 256 );
maven-core/src/main/java/org/apache/maven/project/ReactorModelCache.java,40,return models.get( new CacheKey( groupId, artifactId, version, tag ) );
maven-core/src/main/java/org/apache/maven/project/ReactorModelCache.java,45,models.put( new CacheKey( groupId, artifactId, version, tag ), data );
maven-core/src/main/java/org/apache/maven/project/ReactorModelCache.java,48,private static final class CacheKey
maven-core/src/main/java/org/apache/maven/project/ReactorModelCache.java,89,CacheKey that = (CacheKey) obj;
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,517,Model model;
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,523,modelSource = new FileModelSource( pomFile );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,525,else
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,527,throw new NullPointerException( "neither pomFile nor modelSource can be null" );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,535,InputSource source = request.isLocationTracking() ? new InputSource() : null;
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,537,Map<String, Object> options = new HashMap<>();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,539,options.put( ModelProcessor.INPUT_SOURCE, source );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,820,ModelData parentData;
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,826,String groupId = parent.getGroupId();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,827,String artifactId = parent.getArtifactId();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,828,String version = parent.getVersion();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,830,parentData = getCache( request.getModelCache(), groupId, artifactId, version, ModelCacheTag.RAW );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,834,parentData = readParentLocally( childModel, childSource, request, problems );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,838,parentData = readParentExternally( childModel, request, problems );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,841,putCache( request.getModelCache(), groupId, artifactId, version, ModelCacheTag.RAW, parentData );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,843,else
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,852,File pomFile = parentData.getModel().getPomFile();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,855,ModelSource expectedParentSource = getParentPomFile( childModel, childSource );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,857,if ( expectedParentSource == null || ( expectedParentSource instanceof ModelSource2
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,860,parentData = readParentExternally( childModel, request, problems );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,1221,DependencyManagement importMgmt = getCache( request.getModelCache(), groupId, artifactId, version,
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,1310,putCache( request.getModelCache(), groupId, artifactId, version, ModelCacheTag.IMPORT, importMgmt );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,1326,private <T> void putCache( ModelCache modelCache, String groupId, String artifactId, String version,
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,1335,private <T> T getCache( ModelCache modelCache, String groupId, String artifactId, String version,
maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReader.java,37,import org.apache.maven.model.building.FileModelSource;
maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReader.java,290,modelRequest.setModelSource( new FileModelSource( pomArtifact.getFile() ) );
maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultModelResolver.java,22,import java.io.File;
maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultModelResolver.java,33,import org.apache.maven.model.building.FileModelSource;
maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultModelResolver.java,179,File pomFile = pomArtifact.getFile();
maven-resolver-provider/src/main/java/org/apache/maven/repository/internal/DefaultModelResolver.java,181,return new FileModelSource( pomFile );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1438,List<String> src = source.getReports();
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1441,List<String> tgt = target.getReports();
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1442,List<String> merged = new ArrayList<>( tgt.size() + src.size() );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1443,merged.addAll( tgt );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1444,merged.addAll( src );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1445,target.setReports( merged );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1729,List<String> src = source.getOtherArchives();
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1732,List<String> tgt = target.getOtherArchives();
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1733,List<String> merged = new ArrayList<>( tgt.size() + src.size() );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1734,merged.addAll( tgt );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1735,merged.addAll( src );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1736,target.setOtherArchives( merged );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1861,List<String> src = source.getRoles();
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1864,List<String> tgt = target.getRoles();
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1865,List<String> merged = new ArrayList<>( tgt.size() + src.size() );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1866,merged.addAll( tgt );
maven-model/src/main/java/org/apache/maven/model/merge/ModelMerger.java,1867,merged.addAll( src );
