File,Line_number,SRC
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParser.java,90,PDF2XHTML.process(pdfDocument, handler, metadata);
tika-core/src/main/java/org/apache/tika/metadata/Metadata.java,47,createDateFormat("yyyy-MM-dd'T'HH:mm:ss'Z'", "UTF");
tika-core/src/main/java/org/apache/tika/metadata/Metadata.java,63,createDateFormat("yyyy-MM-dd' 'HH:mm:ss'Z'", "UTF"), // UTC/Zulu
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,107,input.skip(2); // time zone
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,208,stream.skip(4); // timestamp
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,209,stream.skip(3); // streamid
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,245,for (int skiplen = 0; skiplen < datalen;) {
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,246,long currentSkipLen = datainput.skip(datalen - skiplen);
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,247,skiplen += currentSkipLen;
tika-parsers/src/main/java/org/apache/tika/parser/dwg/DWGParser.java,76,if(skipToPropertyInfoSection(stream, header)){
tika-parsers/src/main/java/org/apache/tika/parser/dwg/DWGParser.java,81,skipToPropertyInfoSection(stream, header);
tika-parsers/src/main/java/org/apache/tika/parser/dwg/DWGParser.java,82,get2007and2010Props(stream,metadata,xhtml);
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,19,import java.io.IOException;
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,26,import org.xml.sax.helpers.DefaultHandler;
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,32,public class WriteOutContentHandler extends DefaultHandler {
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,37,private final Writer writer;
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,50,private WriteOutContentHandler(Writer writer, int writeLimit) {
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,51,this.writer = writer;
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,113,try {
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,114,if (writeLimit == -1 || writeCount + length <= writeLimit) {
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,115,writer.write(ch, start, length);
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,116,writeCount += length;
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,118,writer.write(ch, start, writeLimit - writeCount);
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,119,writeCount = writeLimit;
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,123,throw new SAXException("Error writing out character content", e);
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,133,throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,134,characters(ch, start, length);
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,145,public void endDocument() throws SAXException {
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,146,try {
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,147,writer.flush();
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,149,throw new SAXException("Error flushing character output", e);
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,161,public String toString() {
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,162,return writer.toString();
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,176,return this == ((WriteLimitReachedException) t).getSource();
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,185,private class WriteLimitReachedException extends SAXException {
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,187,public WriteOutContentHandler getSource() {
tika-core/src/main/java/org/apache/tika/sax/WriteOutContentHandler.java,188,return WriteOutContentHandler.this;
tika-parsers/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,184,(byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20,
tika-parsers/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,185,(byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20,
tika-parsers/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,186,(byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20, (byte) 0x20,
