File,Line_number,SRC
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,146,handler.characters(" ");
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,56,new PDF2XHTML(handler, metadata).writeText(document, new Writer() {
tika-parsers/src/main/java/org/apache/tika/parser/pdf/PDFParser.java,91,PDF2XHTML.process(pdfDocument, handler, metadata);
tika-parsers/src/main/java/org/apache/tika/parser/mail/RFC822Parser.java,60,config.setMaxLineLen(10000); // max length of any individual header
tika-core/src/main/java/org/apache/tika/metadata/Metadata.java,52,createDateFormat("yyyy-MM-dd'T'HH:mm:ss'Z'", "UTF");
tika-core/src/main/java/org/apache/tika/metadata/Metadata.java,68,createDateFormat("yyyy-MM-dd' 'HH:mm:ss'Z'", "UTF"), // UTC/Zulu
tika-parsers/src/main/java/org/apache/tika/parser/rtf/TextExtractor.java,621,groupState.ignore = true;
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,107,input.skip(2); // time zone
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,208,stream.skip(4); // timestamp
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,209,stream.skip(3); // streamid
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,245,for (int skiplen = 0; skiplen < datalen;) {
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,246,long currentSkipLen = datainput.skip(datalen - skiplen);
tika-parsers/src/main/java/org/apache/tika/parser/video/FLVParser.java,247,skiplen += currentSkipLen;
tika-core/src/main/java/org/apache/tika/sax/SecureContentHandler.java,69,private int maxDepth = 30;
tika-core/src/main/java/org/apache/tika/sax/SecureContentHandler.java,202,if (currentDepth < maxDepth) {
tika-core/src/main/java/org/apache/tika/sax/SecureContentHandler.java,203,super.startElement(uri, localName, name, atts);
tika-core/src/main/java/org/apache/tika/sax/SecureContentHandler.java,214,currentDepth--;
tika-parsers/src/main/java/org/apache/tika/parser/dwg/DWGParser.java,73,private static final String HEADER_2000_PROPERTIES_MARKER_STR =
tika-parsers/src/main/java/org/apache/tika/parser/dwg/DWGParser.java,75,private static final byte[] HEADER_2000_PROPERTIES_MARKER =
tika-parsers/src/main/java/org/apache/tika/parser/dwg/DWGParser.java,76,new byte[HEADER_2000_PROPERTIES_MARKER_STR.length()];
tika-parsers/src/main/java/org/apache/tika/parser/dwg/DWGParser.java,77,static {
