File,Line_number,SRC
src/java/org/apache/cassandra/config/DatabaseDescriptor.java,276,throw new ConfigurationException("thrift_max_message_length_in_mb must be greater than thrift_framed_transport_size_in_mb when using TFramedTransport");
src/java/org/apache/cassandra/config/DatabaseDescriptor.java,667,return conf.thrift_max_message_length_in_mb * 1024 * 1024;
src/java/org/apache/cassandra/thrift/TBinaryProtocol.java,37,this(trans, false, true);
src/java/org/apache/cassandra/thrift/TBinaryProtocol.java,61,super(strictRead, strictWrite, readLength);
src/java/org/apache/cassandra/service/AbstractCassandraDaemon.java,39,import org.apache.cassandra.db.ColumnFamilyStore;
src/java/org/apache/cassandra/service/AbstractCassandraDaemon.java,41,import org.apache.cassandra.db.SystemTable;
src/java/org/apache/cassandra/service/AbstractCassandraDaemon.java,42,import org.apache.cassandra.db.Table;
src/java/org/apache/cassandra/io/sstable/Descriptor.java,74,hashCode = Objects.hashCode(directory, generation, ksname, cfname);
src/java/org/apache/cassandra/io/sstable/Descriptor.java,202,return that.directory.equals(this.directory) && that.generation == this.generation && that.ksname.equals(this.ksname) && that.cfname.equals(this.cfname);
src/java/org/apache/cassandra/db/HintedHandOffManager.java,350,try
src/java/org/apache/cassandra/db/HintedHandOffManager.java,356,throw new RuntimeException(e);
src/java/org/apache/cassandra/net/OutboundTcpConnectionPool.java,53,con.closeSocket();
src/java/org/apache/cassandra/io/sstable/SSTableReader.java,271,boolean cacheLoading = keyCache != null && !keysToLoadInCache.isEmpty();
src/java/org/apache/cassandra/thrift/ThriftValidation.java,373,IPartitioner p = StorageService.getPartitioner();
src/java/org/apache/cassandra/service/AbstractWriteResponseHandler.java,40,protected final SimpleCondition condition = new SimpleCondition();
src/java/org/apache/cassandra/service/DatacenterSyncWriteResponseHandler.java,95,condition.signal();
src/java/org/apache/cassandra/service/DatacenterWriteResponseHandler.java,79,condition.signal();
src/java/org/apache/cassandra/service/WriteResponseHandler.java,72,condition.signal();
src/java/org/apache/cassandra/db/RowIteratorFactory.java,20,import java.io.Closeable;
src/java/org/apache/cassandra/io/sstable/SSTableScanner.java,184,return row = filter.getSSTableColumnIterator(sstable, file, key);
src/java/org/apache/cassandra/hadoop/ColumnFamilyInputFormat.java,153,List<String> tokens = getSubSplits(keyspace, cfName, range, conf);
src/java/org/apache/cassandra/hadoop/ColumnFamilyInputFormat.java,173,private List<String> getSubSplits(String keyspace, String cfName, TokenRange range, Configuration conf) throws IOException
src/java/org/apache/cassandra/hadoop/ColumnFamilyInputFormat.java,182,return client.describe_splits(cfName, range.start_token, range.end_token, splitsize);
src/java/org/apache/cassandra/hadoop/ColumnFamilyRecordReader.java,92,totalRowCount = ConfigHelper.getInputSplitSize(conf);
src/java/org/apache/cassandra/hadoop/ColumnFamilySplit.java,62,return Long.MAX_VALUE;
src/java/org/apache/cassandra/service/StorageService.java,1540,List<Token> tokens = new ArrayList<Token>();
src/java/org/apache/cassandra/service/StorageService.java,1542,tokens.add(range.left);
src/java/org/apache/cassandra/service/StorageService.java,1553,int splits = keys.size() * DatabaseDescriptor.getIndexInterval() / keysPerSplit;
