File,Line_number,SRC
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,765,Model result = modelInterpolator.interpolateModel( model, model.getProjectDirectory(), request, problems );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,766,result.setPomFile( model.getPomFile() );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,771,return result;
maven-core/src/main/java/org/apache/maven/model/plugin/DefaultLifecycleBindingsInjector.java,34,import org.apache.maven.model.PluginExecution;
maven-core/src/main/java/org/apache/maven/model/plugin/DefaultLifecycleBindingsInjector.java,161,protected void mergePluginExecution( PluginExecution target, PluginExecution source, boolean sourceDominant,
maven-core/src/main/java/org/apache/maven/model/plugin/DefaultLifecycleBindingsInjector.java,164,super.mergePluginExecution( target, source, sourceDominant, context );
maven-core/src/main/java/org/apache/maven/model/plugin/DefaultLifecycleBindingsInjector.java,166,target.setPriority( Math.min( target.getPriority(), source.getPriority() ) );
maven-aether-provider/src/main/java/org/apache/maven/repository/internal/ArtifactDescriptorReaderDelegate.java,127,Dependency result = new Dependency( artifact, dependency.getScope(), dependency.isOptional(), exclusions );
maven-core/src/main/java/org/apache/maven/RepositoryUtils.java,319,Dependency result = new Dependency( artifact, dependency.getScope(), dependency.isOptional(), exclusions );
maven-compat/src/main/java/org/apache/maven/repository/legacy/LegacyRepositorySystem.java,199,String version = plugin.getVersion();
maven-compat/src/main/java/org/apache/maven/repository/legacy/LegacyRepositorySystem.java,202,version = "RELEASE";
maven-core/src/main/java/org/apache/maven/project/MavenProject.java,922,throws DuplicateArtifactAttachmentException
maven-core/src/main/java/org/apache/maven/project/MavenProject.java,924,getAttachedArtifacts().add( artifact );
maven-core/src/main/java/org/apache/maven/project/MavenProject.java,933,return attachedArtifacts;
maven-core/src/main/java/org/apache/maven/project/MavenProjectHelper.java,38,void attachArtifact( MavenProject project, File artifactFile, String artifactClassifier );
maven-core/src/main/java/org/apache/maven/project/MavenProjectHelper.java,46,void attachArtifact( MavenProject project, String artifactType, File artifactFile );
maven-core/src/main/java/org/apache/maven/project/MavenProjectHelper.java,55,void attachArtifact( MavenProject project, String artifactType, String artifactClassifier, File artifactFile );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,22,import java.io.ByteArrayInputStream;
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,23,import java.io.ByteArrayOutputStream;
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,28,import java.nio.ByteBuffer;
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,245,lock = channel.lock( 0, channel.size(), false );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,250,ByteBuffer buffer = ByteBuffer.allocate( (int) channel.size() );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,252,channel.read( buffer );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,253,buffer.flip();
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,255,ByteArrayInputStream stream = new ByteArrayInputStream( buffer.array() );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,256,props.load( stream );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,270,ByteArrayOutputStream stream = new ByteArrayOutputStream();
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,273,props.store( stream, "Last modified on: " + new Date() );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,275,byte[] data = stream.toByteArray();
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,276,ByteBuffer buffer = ByteBuffer.allocate( data.length );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,277,buffer.put( data );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,278,buffer.flip();
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,280,channel.position( 0 );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,281,channel.write( buffer );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,363,FileChannel channel = null;
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,368,FileInputStream stream = new FileInputStream( touchfile );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,369,try
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,371,channel = stream.getChannel();
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,372,lock = channel.lock( 0, channel.size(), true );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,374,getLogger().debug( "Reading resolution-state from: " + touchfile );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,375,props.load( stream );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,377,return props;
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,379,finally
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,381,IOUtil.close( stream );
maven-compat/src/main/java/org/apache/maven/repository/legacy/DefaultUpdateCheckManager.java,409,channel.close();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,858,File pomFile = null;
