File,Line_number,SRC
src/java/org/apache/cassandra/db/compaction/CompactionManager.java,725,cfs.table.clearSnapshot(validator.request.sessionid);
src/java/org/apache/cassandra/db/Column.java,280,AbstractType<?> valueValidator = metadata.getValueValidator(name());
src/java/org/apache/cassandra/cql3/statements/SelectStatement.java,1204,throw new InvalidRequestException(String.format("%s cannot be restricted by more than one reation if it includes a IN", name));
src/java/org/apache/cassandra/hadoop/pig/CassandraStorage.java,137,Tuple tuple = TupleFactory.getInstance().newTuple();
src/java/org/apache/cassandra/config/DatabaseDescriptor.java,314,throw new ConfigurationException("thrift_max_message_length_in_mb must be greater than thrift_framed_transport_size_in_mb when using TFramedTransport");
src/java/org/apache/cassandra/config/DatabaseDescriptor.java,588,return conf.thrift_max_message_length_in_mb * 1024 * 1024;
src/java/org/apache/cassandra/thrift/CassandraDaemon.java,127,TProtocolFactory tProtocolFactory = new TBinaryProtocol.Factory(true, true, DatabaseDescriptor.getThriftMaxMessageLength());
src/java/org/apache/cassandra/thrift/TBinaryProtocol.java,37,this(trans, false, true);
src/java/org/apache/cassandra/thrift/TBinaryProtocol.java,61,super(strictRead, strictWrite, readLength);
src/java/org/apache/cassandra/hadoop/pig/CassandraStorage.java,240,Tuple tuple = keyToTuple(key, cfDef, parseType(cfDef.getKey_validation_class()));
src/java/org/apache/cassandra/hadoop/pig/CassandraStorage.java,299,private Tuple keyToTuple(ByteBuffer key, CfDef cfDef, AbstractType comparator) throws IOException
src/java/org/apache/cassandra/hadoop/pig/CassandraStorage.java,301,Tuple tuple = TupleFactory.getInstance().newTuple(1);
src/java/org/apache/cassandra/db/Memtable.java,125,return (long) (currentSize.get() * cfs.liveRatio * 1.25);
src/java/org/apache/cassandra/utils/SlabAllocator.java,52,private volatile int regionCount;
src/java/org/apache/cassandra/net/OutboundTcpConnection.java,74,backlog.put(new Entry(message, id, System.currentTimeMillis()));
src/java/org/apache/cassandra/net/OutboundTcpConnection.java,126,writeConnected(m, id);
src/java/org/apache/cassandra/net/OutboundTcpConnection.java,163,logger.error("error writing to " + poolReference.endPoint(), e);
src/java/org/apache/cassandra/net/OutboundTcpConnection.java,165,logger.debug("error writing to " + poolReference.endPoint(), e);
src/java/org/apache/cassandra/net/OutboundTcpConnection.java,292,this.timestamp = timestamp;
src/java/org/apache/cassandra/hadoop/pig/CassandraStorage.java,33,import org.apache.commons.logging.Log;
src/java/org/apache/cassandra/hadoop/pig/CassandraStorage.java,34,import org.apache.commons.logging.LogFactory;
src/java/org/apache/cassandra/hadoop/pig/CassandraStorage.java,90,private static final Log logger = LogFactory.getLog(CassandraStorage.class);
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,446,CacheService.instance.rowCache.put(new RowCacheKey(metadata.cfId, key), data);
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,102,static
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,105,StorageService.optionalTasks.scheduleWithFixedDelay(new MeteredFlusher(), 1000, 1000, TimeUnit.MILLISECONDS);
src/java/org/apache/cassandra/db/MeteredFlusher.java,36,class MeteredFlusher implements Runnable
src/java/org/apache/cassandra/service/AbstractCassandraDaemon.java,43,import org.apache.cassandra.db.ColumnFamilyStore;
src/java/org/apache/cassandra/service/AbstractCassandraDaemon.java,44,import org.apache.cassandra.db.Directories;
src/java/org/apache/cassandra/service/AbstractCassandraDaemon.java,45,import org.apache.cassandra.db.SystemTable;
src/java/org/apache/cassandra/service/AbstractCassandraDaemon.java,46,import org.apache.cassandra.db.Table;
src/java/org/apache/cassandra/io/sstable/Descriptor.java,103,hashCode = Objects.hashCode(directory, generation, ksname, cfname);
src/java/org/apache/cassandra/io/sstable/Descriptor.java,269,return that.directory.equals(this.directory) && that.generation == this.generation && that.ksname.equals(this.ksname) && that.cfname.equals(this.cfname);
src/java/org/apache/cassandra/config/DatabaseDescriptor.java,559,return pathname.isDirectory();
src/java/org/apache/cassandra/gms/Gossiper.java,1136,Thread.sleep(intervalInMillis);
src/java/org/apache/cassandra/service/MigrationManager.java,244,assert Gossiper.instance.isEnabled();
src/java/org/apache/cassandra/db/HintedHandOffManager.java,382,try
src/java/org/apache/cassandra/db/HintedHandOffManager.java,384,compact().get();
src/java/org/apache/cassandra/db/HintedHandOffManager.java,388,throw new RuntimeException(e);
src/java/org/apache/cassandra/service/AntiEntropyService.java,681,logger.info(String.format("[repair #%s] Cannot proceed on repair because a neighbor (%s) is dead: session failed", getName(), endpoint));
src/java/org/apache/cassandra/service/AntiEntropyService.java,682,return;
src/java/org/apache/cassandra/tools/NodeCmd.java,925,System.exit(0);
src/java/org/apache/cassandra/hadoop/ColumnFamilyOutputFormat.java,157,TTransport transport = ConfigHelper.getOutputTransportFactory(conf).openTransport(socket);
src/java/org/apache/cassandra/hadoop/ColumnFamilyOutputFormat.java,158,TBinaryProtocol binaryProtocol = new TBinaryProtocol(transport);
src/java/org/apache/cassandra/hadoop/ColumnFamilyRecordReader.java,163,TTransport transport = ConfigHelper.getInputTransportFactory(conf).openTransport(socket);
src/java/org/apache/cassandra/hadoop/ColumnFamilyRecordReader.java,164,TBinaryProtocol binaryProtocol = new TBinaryProtocol(transport);
src/java/org/apache/cassandra/hadoop/ConfigHelper.java,507,TTransport transport = getInputTransportFactory(conf).openTransport(socket);
src/java/org/apache/cassandra/hadoop/ConfigHelper.java,508,return new Cassandra.Client(new TBinaryProtocol(transport));
src/java/org/apache/cassandra/thrift/ITransportFactory.java,33,TTransport openTransport(TSocket socket) throws LoginException, TTransportException;
src/java/org/apache/cassandra/thrift/TFramedTransportFactory.java,31,public TTransport openTransport(TSocket socket) throws TTransportException
src/java/org/apache/cassandra/thrift/TFramedTransportFactory.java,33,TTransport transport = new TFramedTransport(socket);
src/java/org/apache/cassandra/db/compaction/LazilyCompactedRow.java,94,maxTimestamp = reducer == null ? Long.MIN_VALUE : reducer.maxTimestampSeen;
src/java/org/apache/cassandra/io/sstable/SSTableMetadata.java,228,maxTimestamp = Long.MIN_VALUE;
src/java/org/apache/cassandra/net/OutboundTcpConnectionPool.java,66,con.closeSocket();
src/java/org/apache/cassandra/io/sstable/SSTableReader.java,356,boolean cacheLoading = keyCache != null && !keysToLoadInCache.isEmpty();
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,241,Set<Integer> compactedSSTables = new HashSet<Integer>();
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,243,compactedSSTables.addAll(sstable.getAncestors());
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,245,Set<SSTableReader> liveSSTables = new HashSet<SSTableReader>();
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,249,sstable.releaseReference(); // this amount to deleting the sstable
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,250,else
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,251,liveSSTables.add(sstable);
src/java/org/apache/cassandra/db/ColumnFamilyStore.java,253,data.addInitialSSTables(liveSSTables);
src/java/org/apache/cassandra/db/compaction/CompactionTask.java,35,import org.apache.cassandra.io.sstable.SSTable;
src/java/org/apache/cassandra/db/compaction/CompactionTask.java,36,import org.apache.cassandra.io.sstable.SSTableReader;
src/java/org/apache/cassandra/db/compaction/CompactionTask.java,37,import org.apache.cassandra.io.sstable.SSTableWriter;
src/java/org/apache/cassandra/db/compaction/CompactionTask.java,130,Map<SSTableReader, Map<DecoratedKey, Long>> cachedKeyMap =  new HashMap<SSTableReader, Map<DecoratedKey, Long>>();
src/java/org/apache/cassandra/db/compaction/CompactionTask.java,175,SSTableReader toIndex = writer.closeAndOpenReader(getMaxDataAge(toCompact));
src/java/org/apache/cassandra/db/compaction/CompactionTask.java,176,cachedKeyMap.put(toIndex, cachedKeys);
src/java/org/apache/cassandra/db/compaction/CompactionTask.java,177,sstables.add(toIndex);
src/java/org/apache/cassandra/db/compaction/CompactionTask.java,204,SSTableReader key = ssTableReaderMapEntry.getKey();
src/java/org/apache/cassandra/db/compaction/CompactionTask.java,206,key.cacheKey(entry.getKey(), entry.getValue());
