File,Line_number,SRC
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,603,model.setPomFile( pomFile );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,891,File pomFile = null;
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,894,pomFile = ( (FileModelSource) candidateSource ).getPomFile();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,897,candidateModel = readModel( candidateSource, pomFile, request, problems );
maven-builder-support/src/main/java/org/apache/maven/building/StringSource.java,35,private String content;
maven-builder-support/src/main/java/org/apache/maven/building/StringSource.java,37,private String location;
maven-builder-support/src/main/java/org/apache/maven/building/UrlSource.java,37,private URL url;
maven-core/src/main/java/org/apache/maven/project/ReactorModelCache.java,40,return models.get( new CacheKey( groupId, artifactId, version, tag ) );
maven-core/src/main/java/org/apache/maven/project/ReactorModelCache.java,45,models.put( new CacheKey( groupId, artifactId, version, tag ), data );
maven-core/src/main/java/org/apache/maven/project/ReactorModelCache.java,48,private static final class CacheKey
maven-core/src/main/java/org/apache/maven/project/ReactorModelCache.java,89,CacheKey that = (CacheKey) obj;
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,508,Model model;
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,514,modelSource = new FileModelSource( pomFile );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,516,else
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,518,throw new NullPointerException( "neither pomFile nor modelSource can be null" );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,526,InputSource source = request.isLocationTracking() ? new InputSource() : null;
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,528,Map<String, Object> options = new HashMap<>();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,530,options.put( ModelProcessor.INPUT_SOURCE, source );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,811,ModelData parentData;
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,817,String groupId = parent.getGroupId();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,818,String artifactId = parent.getArtifactId();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,819,String version = parent.getVersion();
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,821,parentData = getCache( request.getModelCache(), groupId, artifactId, version, ModelCacheTag.RAW );
maven-model-builder/src/main/java/org/apache/maven/model/building/DefaultModelBuilder.java,825,parentData = readParentLocally( childModel, childSource, request, problems );
